Date,S10TC,S1B,S1C,S2,S3,S4A,S4B,S5,S8,S9,S10,S15,S11TC,S1B_58,S1C_58,S2_58,S3_58,S4A_58,S4B_58,S5_58,S8_58,S9_58,S10_58,S11_58
2018-09-27,13282.0,,,,,,,,,,,,,23282.0,25361.0,11643.0,7730.0,20588.0,9141.0,17882.0,12594.0,12336.0,11956.0,11644.0
2018-09-28,13273.0,,,,,,,,,,,,,23443.0,25428.0,11629.0,7765.0,20619.0,9153.0,17961.0,12438.0,12389.0,11839.0,11544.0
2018-10-01,13274.0,,,,,,,,,,,,,23536.0,25528.0,11592.0,7713.0,20656.0,9156.0,18039.0,12400.0,12439.0,11858.0,11580.0
2018-10-02,13235.0,,,,,,,,,,,,,23607.0,25569.0,11558.0,7713.0,20669.0,9159.0,18107.0,12220.0,12482.0,11670.0,11440.0
2018-10-03,13244.0,,,,,,,,,,,,,23464.0,25591.0,11533.0,7700.0,20713.0,9159.0,18232.0,12250.0,12593.0,11670.0,11500.0
2018-10-04,13270.0,,,,,,,,,,,,,23525.0,25597.0,11558.0,7713.0,20719.0,9144.0,18157.0,12367.0,12536.0,11742.0,11550.0
2018-10-05,13327.0,,,,,,,,,,,,,23493.0,25625.0,11617.0,7713.0,20747.0,9181.0,18154.0,12533.0,12546.0,11879.0,11650.0
2018-10-08,13367.0,,,,,,,,,,,,,23521.0,25563.0,11633.0,7690.0,20928.0,9213.0,18143.0,12625.0,12543.0,12006.0,11750.0
2018-10-09,13397.0,,,,,,,,,,,,,23700.0,25539.0,11671.0,7680.0,20934.0,9241.0,18171.0,12686.0,12564.0,12013.0,11807.0
2018-10-10,13410.0,,,,,,,,,,,,,23729.0,25514.0,11707.0,7750.0,20841.0,9263.0,18200.0,12666.0,12575.0,12019.0,11775.0
2018-10-11,13431.0,,,,,,,,,,,,,23854.0,25475.0,11814.0,7760.0,20831.0,9266.0,18239.0,12619.0,12596.0,11994.0,11688.0
2018-10-12,13395.0,,,,,,,,,,,,,23914.0,25439.0,11736.0,7740.0,20791.0,9275.0,18264.0,12534.0,12621.0,11922.0,11650.0
2018-10-15,13364.0,,,,,,,,,,,,,23993.0,25436.0,11621.0,7680.0,20788.0,9306.0,18325.0,12478.0,12696.0,11867.0,11638.0
2018-10-16,13319.0,,,,,,,,,,,,,24021.0,25433.0,11521.0,7610.0,20784.0,9366.0,18350.0,12388.0,12711.0,11764.0,11556.0
2018-10-17,13274.0,,,,,,,,,,,,,24025.0,25400.0,11443.0,7590.0,20750.0,9363.0,18375.0,12263.0,12814.0,11642.0,11438.0
2018-10-18,13183.0,,,,,,,,,,,,,23871.0,25450.0,11293.0,7440.0,20906.0,9303.0,18314.0,12075.0,12932.0,11472.0,11231.0
2018-10-19,13064.0,,,,,,,,,,,,,23861.0,25472.0,11171.0,7360.0,21019.0,9297.0,18343.0,11686.0,12961.0,11113.0,11044.0
2018-10-22,12991.0,,,,,,,,,,,,,23868.0,25500.0,11071.0,7310.0,20959.0,9300.0,18382.0,11481.0,12996.0,10944.0,10906.0
2018-10-23,12924.0,,,,,,,,,,,,,23879.0,25514.0,10986.0,7260.0,20969.0,9297.0,18393.0,11288.0,13011.0,10767.0,10700.0
2018-10-24,12798.0,,,,,,,,,,,,,23882.0,25475.0,10657.0,7130.0,21028.0,9372.0,18396.0,11100.0,13036.0,10528.0,10506.0
2018-10-25,12671.0,,,,,,,,,,,,,23900.0,25469.0,10464.0,7040.0,21031.0,9438.0,18396.0,10769.0,13018.0,10211.0,10238.0
2018-10-26,12508.0,,,,,,,,,,,,,23861.0,25278.0,10293.0,6990.0,20675.0,9469.0,18375.0,10400.0,12979.0,9939.0,9944.0
2018-10-29,12368.0,,,,,,,,,,,,,23536.0,25067.0,10193.0,6980.0,20550.0,9425.0,18279.0,10113.0,12907.0,9700.0,9725.0
2018-10-30,12156.0,,,,,,,,,,,,,23250.0,24833.0,10000.0,6860.0,20088.0,9356.0,18057.0,9819.0,12779.0,9461.0,9463.0
2018-10-31,11999.0,,,,,,,,,,,,,23179.0,24600.0,9879.0,6760.0,19744.0,9313.0,17893.0,9606.0,12671.0,9222.0,9300.0
2018-11-01,11857.0,,,,,,,,,,,,,23107.0,24394.0,9764.0,6710.0,19563.0,9313.0,17579.0,9375.0,12521.0,9000.0,9156.0
2018-11-02,11743.0,,,,,,,,,,,,,23043.0,24178.0,9700.0,6680.0,19381.0,9313.0,17479.0,9113.0,12471.0,8789.0,8950.0
2018-11-05,11633.0,,,,,,,,,,,,,23029.0,23994.0,9621.0,6630.0,19219.0,9281.0,17336.0,8941.0,12307.0,8628.0,8763.0
2018-11-06,11542.0,,,,,,,,,,,,,23011.0,23925.0,9529.0,6580.0,19150.0,9234.0,17207.0,8800.0,12164.0,8500.0,
2018-11-07,11424.0,,,,,,,,,,,,,22986.0,23850.0,9393.0,6420.0,19100.0,9225.0,17125.0,8614.0,12054.0,8331.0,8581.0
2018-11-08,11346.0,,,,,,,,,,,,,22804.0,23908.0,9271.0,6360.0,19269.0,9209.0,17043.0,8438.0,12007.0,8178.0,8481.0
2018-11-09,11254.0,,,,,,,,,,,,,22832.0,23917.0,9171.0,6180.0,19328.0,9194.0,16996.0,8225.0,11964.0,8050.0,8272.0
2018-11-12,11183.0,,,,,,,,,,,,,22911.0,23925.0,9093.0,6010.0,19413.0,9194.0,16961.0,8056.0,11957.0,7922.0,8106.0
2018-11-13,11121.0,,,,,,,,,,,,,22921.0,23972.0,8971.0,5850.0,19609.0,9184.0,16914.0,7938.0,11914.0,7856.0,8013.0
