Date,S10TC,S1B,S1C,S2,S3,S4A,S4B,S5,S8,S9,S10,S15,S11TC,S1B_58,S1C_58,S2_58,S3_58,S4A_58,S4B_58,S5_58,S8_58,S9_58,S10_58,S11_58
2021-06-03,26852.0,,,,,,,,,,,,,31579.0,33533.0,26057.0,27450.0,29743.0,23606.0,29888.0,26800.0,24686.0,23100.0,
2021-06-04,26941.0,,,,,,,,,,,,,31893.0,34050.0,26057.0,27050.0,30671.0,23938.0,29955.0,26708.0,24886.0,23107.0,
2021-06-07,27076.0,,,,,,,,,,,,,32168.0,34442.0,26086.0,26950.0,31161.0,24281.0,30009.0,26758.0,25016.0,23300.0,
2021-06-08,27264.0,,,,,,,,,,,,,32411.0,34931.0,26193.0,26650.0,32061.0,24784.0,30425.0,26833.0,25052.0,23529.0,
2021-06-09,27593.0,,,,,,,,,,,,,32714.0,35603.0,26493.0,26870.0,32836.0,25234.0,30716.0,26958.0,25188.0,23936.0,
2021-06-10,28072.0,,,,,,,,,,,,,33175.0,36656.0,26779.0,27610.0,33607.0,25613.0,31228.0,27183.0,25570.0,24443.0,
2021-06-11,28514.0,,,,,,,,,,,,,33643.0,37486.0,27257.0,28050.0,34275.0,25872.0,31428.0,27483.0,25688.0,25207.0,
2021-06-14,28866.0,,,,,,,,,,,,,33889.0,38272.0,27721.0,28200.0,34786.0,26175.0,31563.0,27808.0,25735.0,25779.0,
2021-06-15,29332.0,,,,,,,,,,,,,34557.0,39722.0,28057.0,28550.0,35782.0,26519.0,32637.0,28017.0,25785.0,26200.0,
2021-06-16,29838.0,,,,,,,,,,,,,35746.0,40783.0,28407.0,28850.0,36507.0,27206.0,33273.0,28242.0,26300.0,26714.0,
2021-06-17,30299.0,,,,,,,,,,,,,36993.0,41475.0,28814.0,29100.0,36900.0,27816.0,33983.0,28467.0,26729.0,27250.0,
2021-06-18,30819.0,,,,,,,,,,,,,38443.0,42106.0,29221.0,29250.0,37243.0,28381.0,34851.0,28908.0,27251.0,28057.0,
2021-06-21,31073.0,,,,,,,,,,,,,39364.0,42564.0,29314.0,29200.0,37418.0,29034.0,35311.0,29050.0,27602.0,28307.0,
2021-06-22,31243.0,,,,,,,,,,,,,40386.0,42700.0,29286.0,29200.0,36886.0,29603.0,35782.0,29196.0,28064.0,28511.0,
2021-06-23,31374.0,,,,,,,,,,,,,41457.0,42531.0,29207.0,29300.0,36239.0,30231.0,36284.0,29283.0,28392.0,28611.0,
2021-06-24,31507.0,,,,,,,,,,,,,42268.0,42356.0,29386.0,29500.0,34689.0,30653.0,36868.0,29400.0,28868.0,28886.0,
2021-06-25,31644.0,,,,,,,,,,,,,43264.0,42131.0,29514.0,29850.0,33446.0,30906.0,37489.0,29542.0,29154.0,29029.0,
2021-06-28,31885.0,,,,,,,,,,,,,44589.0,41906.0,29679.0,30160.0,32714.0,31209.0,37828.0,29950.0,29322.0,29425.0,
2021-06-29,32130.0,,,,,,,,,,,,,45711.0,41614.0,29864.0,30450.0,32214.0,31541.0,38399.0,30275.0,29612.0,29714.0,
2021-06-30,32226.0,,,,,,,,,,,,,46554.0,41414.0,29993.0,30500.0,31550.0,31713.0,38585.0,30458.0,29750.0,29871.0,
2021-07-01,32324.0,,,,,,,,,,,,,47679.0,40856.0,30129.0,30500.0,30786.0,31834.0,39099.0,30775.0,30011.0,29825.0,
2021-07-02,32283.0,,,,,,,,,,,,,48711.0,40764.0,29986.0,30500.0,30207.0,31875.0,39606.0,30600.0,30222.0,29471.0,
2021-07-05,32282.0,,,,,,,,,,,,,49229.0,40581.0,29957.0,30500.0,30271.0,31925.0,39589.0,30525.0,30279.0,29336.0,
2021-07-06,32123.0,,,,,,,,,,,,,49879.0,40289.0,29600.0,30500.0,30021.0,32022.0,39428.0,30292.0,30204.0,28857.0,
2021-07-07,32001.0,,,,,,,,,,,,,50389.0,40086.0,29507.0,30400.0,29493.0,32063.0,39417.0,30042.0,30086.0,28636.0,
2021-07-08,31872.0,,,,,,,,,,,,,50836.0,39911.0,29407.0,30050.0,29282.0,32141.0,39251.0,30008.0,29960.0,28243.0,
2021-07-09,31798.0,,,,,,,,,,,,,51436.0,39544.0,29393.0,29850.0,29204.0,32222.0,39151.0,29842.0,29940.0,28007.0,
2021-07-12,31702.0,,,,,,,,,,,,,52075.0,39414.0,29121.0,29600.0,29407.0,32225.0,39130.0,29717.0,29904.0,27786.0,
2021-07-13,31512.0,,,,,,,,,,,,,52354.0,39217.0,28757.0,29450.0,29507.0,32150.0,39105.0,29400.0,29932.0,27264.0,
2021-07-14,31164.0,,,,,,,,,,,,,52432.0,39142.0,28264.0,29050.0,29721.0,32019.0,38905.0,28767.0,29732.0,26536.0,
2021-07-15,30791.0,,,,,,,,,,,,,52386.0,39233.0,27850.0,28800.0,29675.0,31900.0,38684.0,27883.0,29604.0,25679.0,
2021-07-16,30526.0,,,,,,,,,,,,,52332.0,39356.0,27621.0,28450.0,29536.0,31759.0,38480.0,27383.0,29486.0,25161.0,
2021-07-19,30517.0,,,,,,,,,,,,,52396.0,39497.0,27629.0,28450.0,29832.0,31719.0,38298.0,27242.0,29318.0,25200.0,
2021-07-20,30613.0,,,,,,,,,,,,,52550.0,39767.0,27693.0,28450.0,30393.0,31834.0,38104.0,27342.0,29114.0,25386.0,
2021-07-21,30880.0,,,,,,,,,,,,,52868.0,40267.0,27950.0,28580.0,31250.0,32103.0,37979.0,27542.0,28992.0,25871.0,
2021-07-22,31264.0,,,,,,,,,,,,,53207.0,41191.0,28308.0,28640.0,32289.0,32425.0,38066.0,27900.0,29003.0,26592.0,
2021-07-23,31577.0,,,,,,,,,,,,,53521.0,41938.0,28700.0,28760.0,32893.0,32673.0,38112.0,28260.0,28967.0,26988.0,
2021-07-26,31713.0,,,,,,,,,,,,,53721.0,42194.0,28786.0,28780.0,33107.0,32788.0,38177.0,28542.0,28924.0,27214.0,
2021-07-27,31821.0,,,,,,,,,,,,,53907.0,42506.0,28900.0,28800.0,33386.0,32994.0,38262.0,28542.0,28831.0,27400.0,
2021-07-28,32026.0,,,,,,,,,,,,,54393.0,43389.0,29057.0,28800.0,34193.0,33181.0,38451.0,28600.0,28824.0,27486.0,
2021-07-29,32206.0,,,,,,,,,,,,,54600.0,43867.0,29214.0,28800.0,34800.0,33450.0,38566.0,28696.0,28896.0,27654.0,
2021-07-30,32395.0,,,,,,,,,,,,,54836.0,44117.0,29364.0,28900.0,35143.0,33700.0,38659.0,28850.0,29196.0,27836.0,
2021-08-02,32544.0,,,,,,,,,,,,,54971.0,44194.0,29586.0,28900.0,35293.0,33781.0,38673.0,29075.0,29196.0,28243.0,
2021-08-03,32659.0,,,,,,,,,,,,,55121.0,44361.0,29707.0,28940.0,35514.0,33819.0,38629.0,29267.0,29143.0,28500.0,
2021-08-04,32817.0,,,,,,,,,,,,,55214.0,44550.0,29907.0,28890.0,35807.0,33988.0,38817.0,29383.0,29082.0,29000.0,
2021-08-05,32961.0,,,,,,,,,,,,,55286.0,44756.0,30064.0,28890.0,35607.0,34288.0,38986.0,29508.0,29146.0,29514.0,
2021-08-06,33114.0,,,,,,,,,,,,,55357.0,44756.0,30207.0,28990.0,35429.0,34231.0,39663.0,29708.0,29511.0,29857.0,
2021-08-09,33242.0,,,,,,,,,,,,,55414.0,44881.0,30417.0,29050.0,35786.0,34219.0,39749.0,29850.0,29568.0,29975.0,
2021-08-10,33355.0,,,,,,,,,,,,,55525.0,44906.0,30621.0,29050.0,35729.0,34231.0,39881.0,30108.0,29607.0,30186.0,
2021-08-11,33542.0,,,,,,,,,,,,,55607.0,45028.0,30829.0,29100.0,35614.0,34259.0,40195.0,30583.0,29693.0,30579.0,
2021-08-12,33870.0,,,,,,,,,,,,,55846.0,45156.0,31329.0,29300.0,35714.0,34381.0,40468.0,31125.0,29821.0,31136.0,
2021-08-13,34078.0,,,,,,,,,,,,,55846.0,45292.0,31643.0,29340.0,35675.0,34403.0,40643.0,31567.0,29898.0,31664.0,
2021-08-16,34309.0,,,,,,,,,,,,,55829.0,45531.0,32079.0,29390.0,35861.0,34438.0,41082.0,31825.0,29944.0,32093.0,
2021-08-17,34611.0,,,,,,,,,,,,,55889.0,45744.0,32314.0,29840.0,35929.0,34516.0,41386.0,32350.0,29991.0,32729.0,
2021-08-18,35080.0,,,,,,,,,,,,,56039.0,46267.0,32900.0,30100.0,36293.0,34856.0,41804.0,33100.0,30184.0,33429.0,
2021-08-19,35603.0,,,,,,,,,,,,,56414.0,47036.0,33536.0,30400.0,36582.0,35169.0,42257.0,33933.0,30426.0,34179.0,
2021-08-20,36036.0,,,,,,,,,,,,,56718.0,47428.0,34221.0,30400.0,36758.0,35334.0,42618.0,34733.0,30530.0,35036.0,
2021-08-23,36328.0,,,,,,,,,,,,,56842.0,47575.0,34757.0,30500.0,36804.0,35525.0,42775.0,35233.0,30616.0,35479.0,
2021-08-24,36774.0,,,,,,,,,,,,,57113.0,47633.0,35500.0,31000.0,37114.0,35778.0,43136.0,35808.0,30591.0,36029.0,
2021-08-25,37249.0,,,,,,,,,,,,,57567.0,47683.0,36250.0,31550.0,37146.0,35919.0,43161.0,36625.0,30559.0,36829.0,
2021-08-26,37809.0,,,,,,,,,,,,,58025.0,47750.0,36993.0,31750.0,37221.0,36300.0,43069.0,37958.0,30291.0,38186.0,
2021-08-27,38169.0,,,,,,,,,,,,,58258.0,47772.0,37350.0,31850.0,37236.0,36456.0,42914.0,39083.0,30118.0,39143.0,
2021-08-31,38246.0,,,,,,,,,,,,,58200.0,47803.0,37321.0,31750.0,37207.0,36494.0,42661.0,39900.0,29490.0,39493.0,
2021-09-01,37771.0,,,,,,,,,,,,,58063.0,47406.0,36750.0,31750.0,36193.0,36525.0,42514.0,39010.0,29032.0,38636.0,
2021-09-02,37326.0,,,,,,,,,,,,,57996.0,46625.0,36257.0,31600.0,35496.0,36525.0,42182.0,38200.0,28546.0,38086.0,
2021-09-03,36832.0,,,,,,,,,,,,,57883.0,45575.0,35743.0,31300.0,34371.0,36538.0,42071.0,37500.0,28325.0,37314.0,
2021-09-06,36225.0,,,,,,,,,,,,,57525.0,43575.0,35257.0,31300.0,31479.0,36329.0,41779.0,37180.0,27842.0,36754.0,
2021-09-07,35817.0,,,,,,,,,,,,,56663.0,42339.0,34943.0,30900.0,30675.0,36247.0,41807.0,36890.0,27511.0,36307.0,
2021-09-08,35325.0,,,,,,,,,,,,,56154.0,41347.0,34671.0,30400.0,29354.0,36163.0,41779.0,36195.0,27332.0,35700.0,
2021-09-09,34966.0,,,,,,,,,,,,,55992.0,40347.0,34393.0,30200.0,28593.0,36059.0,41796.0,35720.0,27321.0,34929.0,
2021-09-10,34867.0,,,,,,,,,,,,,55617.0,40361.0,34200.0,30150.0,28782.0,35956.0,41893.0,35530.0,27400.0,34721.0,
2021-09-13,34982.0,,,,,,,,,,,,,55375.0,41067.0,34200.0,30450.0,29300.0,35919.0,41932.0,35530.0,27432.0,34793.0,
2021-09-14,35308.0,,,,,,,,,,,,,55579.0,42083.0,34507.0,30650.0,30250.0,36216.0,42150.0,35680.0,27571.0,35079.0,
2021-09-15,35712.0,,,,,,,,,,,,,55896.0,43239.0,34800.0,30750.0,31539.0,36613.0,42454.0,35910.0,28011.0,35457.0,
2021-09-16,36113.0,,,,,,,,,,,,,56092.0,44317.0,35071.0,31050.0,32793.0,36863.0,42907.0,36100.0,28522.0,35757.0,
2021-09-17,36378.0,,,,,,,,,,,,,56258.0,44894.0,35386.0,31100.0,33750.0,37006.0,43229.0,36110.0,28900.0,36007.0,
2021-09-20,36514.0,,,,,,,,,,,,,56213.0,45191.0,35417.0,31100.0,34357.0,37072.0,43432.0,36290.0,29143.0,36108.0,
2021-09-21,36599.0,,,,,,,,,,,,,55883.0,45814.0,35500.0,31100.0,34804.0,37063.0,43529.0,36290.0,29325.0,36129.0,
2021-09-22,36717.0,,,,,,,,,,,,,55550.0,46494.0,35586.0,31100.0,35268.0,37319.0,43575.0,36335.0,29468.0,36168.0,
2021-09-23,36838.0,,,,,,,,,,,,,55308.0,47500.0,35600.0,31100.0,35621.0,37603.0,43657.0,36400.0,29668.0,36125.0,
2021-09-24,36948.0,,,,,,,,,,,,,54979.0,48044.0,35664.0,31100.0,35939.0,37884.0,43675.0,36490.0,29843.0,36193.0,
2021-09-27,36998.0,,,,,,,,,,,,,54558.0,48744.0,35600.0,30900.0,36393.0,38078.0,43771.0,36550.0,29932.0,36250.0,
2021-09-28,37102.0,,,,,,,,,,,,,54104.0,49117.0,35636.0,30850.0,36646.0,38344.0,43979.0,36735.0,30111.0,36357.0,
2021-09-29,37169.0,,,,,,,,,,,,,53629.0,49411.0,35614.0,30900.0,36793.0,38475.0,44079.0,36845.0,30196.0,36571.0,
2021-09-30,37200.0,,,,,,,,,,,,,53171.0,49567.0,35543.0,30900.0,36925.0,38535.0,44275.0,36980.0,30273.0,36657.0,
2021-10-01,37212.0,,,,,,,,,,,,,52708.0,49794.0,35514.0,30900.0,37293.0,38625.0,44375.0,36910.0,30304.0,36614.0,
2021-10-04,37192.0,,,,,,,,,,,,,52008.0,49939.0,35457.0,30900.0,37882.0,38644.0,44429.0,36780.0,30343.0,36486.0,
2021-10-05,37201.0,,,,,,,,,,,,,51696.0,50133.0,35307.0,30800.0,39061.0,38584.0,44339.0,36710.0,30379.0,36379.0,
2021-10-06,37269.0,,,,,,,,,,,,,51408.0,50631.0,35271.0,30800.0,39861.0,38616.0,44336.0,36710.0,30429.0,36364.0,
2021-10-07,37445.0,,,,,,,,,,,,,51383.0,51378.0,35314.0,30880.0,41136.0,38619.0,44261.0,36870.0,30446.0,36379.0,
2021-10-08,37585.0,,,,,,,,,,,,,51783.0,52283.0,35307.0,30880.0,42296.0,38628.0,44257.0,36790.0,30439.0,36393.0,
2021-10-11,37744.0,,,,,,,,,,,,,51933.0,53042.0,35307.0,30750.0,43936.0,38725.0,44221.0,36765.0,30468.0,36425.0,
2021-10-12,38069.0,,,,,,,,,,,,,52146.0,54431.0,35314.0,30950.0,46257.0,38944.0,44218.0,36820.0,30511.0,36486.0,
2021-10-13,38526.0,,,,,,,,,,,,,52383.0,55867.0,35529.0,31100.0,48886.0,39266.0,44236.0,37000.0,30625.0,36914.0,
2021-10-14,38960.0,,,,,,,,,,,,,52967.0,57028.0,36043.0,31150.0,50357.0,39584.0,44243.0,37320.0,30746.0,37279.0,
2021-10-15,39333.0,,,,,,,,,,,,,53433.0,57853.0,36479.0,31350.0,51243.0,39750.0,44304.0,37688.0,30900.0,37658.0,
2021-10-18,39547.0,,,,,,,,,,,,,53558.0,58583.0,36629.0,31500.0,52050.0,39881.0,44339.0,37800.0,31000.0,37857.0,
2021-10-19,39705.0,,,,,,,,,,,,,53546.0,59192.0,36764.0,31500.0,52636.0,39994.0,44471.0,37900.0,31164.0,37971.0,
2021-10-20,39799.0,,,,,,,,,,,,,53546.0,59628.0,36693.0,31500.0,53046.0,39953.0,44679.0,37990.0,31454.0,38114.0,
2021-10-21,39860.0,,,,,,,,,,,,,53633.0,60319.0,36443.0,31500.0,53893.0,40044.0,44814.0,37890.0,31779.0,37943.0,
2021-10-22,39421.0,,,,,,,,,,,,,53650.0,60444.0,35729.0,31300.0,54207.0,40128.0,44796.0,37150.0,31754.0,36029.0,
2021-10-25,39021.0,,,,,,,,,,,,,53663.0,60447.0,35086.0,30880.0,54007.0,40141.0,44832.0,36350.0,31896.0,35150.0,
2021-10-26,38471.0,,,,,,,,,,,,,53408.0,60053.0,34493.0,30400.0,52921.0,40059.0,44750.0,35420.0,31818.0,34271.0,
2021-10-27,36785.0,,,,,,,,,,,,,52663.0,57594.0,32993.0,28950.0,49107.0,39813.0,44321.0,32600.0,31471.0,32000.0,
2021-10-28,35091.0,,,,,,,,,,,,,51717.0,55964.0,30786.0,27800.0,45739.0,39297.0,44046.0,30100.0,31175.0,29643.0,
2021-10-29,34147.0,,,,,,,,,,,,,51192.0,54942.0,29357.0,27150.0,43821.0,38850.0,43911.0,29200.0,31032.0,28214.0,
2021-11-01,33462.0,,,,,,,,,,,,,50758.0,54083.0,28321.0,26500.0,42857.0,38500.0,43825.0,28550.0,31139.0,27071.0,
2021-11-02,32114.0,,,,,,,,,,,,,49917.0,53111.0,26250.0,24700.0,41321.0,38094.0,43214.0,27170.0,30964.0,25407.0,
2021-11-03,30005.0,,,,,,,,,,,,,49083.0,50938.0,23333.0,22800.0,38214.0,37581.0,42679.0,23900.0,30657.0,22750.0,
2021-11-04,28191.0,,,,,,,,,,,,,47875.0,48000.0,21286.0,20900.0,36357.0,36713.0,42214.0,21000.0,30450.0,20625.0,
2021-11-05,26580.0,,,,,,,,,,,,,46383.0,45333.0,19500.0,19600.0,34286.0,35738.0,42071.0,18600.0,30200.0,18500.0,
2021-11-08,25669.0,,,,,,,,,,,,,45271.0,43967.0,18643.0,18600.0,33050.0,35225.0,41193.0,17600.0,29925.0,17429.0,
2021-11-09,25120.0,,,,,,,,,,,,,44429.0,42469.0,18143.0,18100.0,31732.0,34403.0,40782.0,17450.0,29679.0,17286.0,
2021-11-10,24845.0,,,,,,,,,,,,,43133.0,42272.0,18071.0,17800.0,31768.0,33641.0,40282.0,17350.0,29454.0,17179.0,
2021-11-11,24764.0,,,,,,,,,,,,,42221.0,42583.0,18071.0,17640.0,32171.0,33338.0,39939.0,17360.0,29389.0,17121.0,
2021-11-12,24783.0,,,,,,,,,,,,,41633.0,43553.0,18071.0,17540.0,33114.0,33194.0,39468.0,17240.0,29321.0,17171.0,
2021-11-15,24849.0,,,,,,,,,,,,,41363.0,44244.0,18171.0,17540.0,33418.0,33122.0,39375.0,17300.0,29221.0,17293.0,
2021-11-16,24890.0,,,,,,,,,,,,,40979.0,44611.0,18214.0,17540.0,33718.0,33050.0,39293.0,17417.0,29164.0,17386.0,
2021-11-17,24863.0,,,,,,,,,,,,,40408.0,44725.0,18157.0,17240.0,34236.0,33038.0,39357.0,17475.0,29186.0,17393.0,
2021-11-18,24725.0,,,,,,,,,,,,,39650.0,44144.0,18050.0,17140.0,34286.0,33050.0,39329.0,17333.0,29371.0,17086.0,
2021-11-19,24603.0,,,,,,,,,,,,,38971.0,43906.0,18000.0,16940.0,34393.0,33031.0,39146.0,17208.0,29232.0,17050.0,
2021-11-22,24585.0,,,,,,,,,,,,,38550.0,43800.0,18000.0,16990.0,34404.0,33028.0,39057.0,17192.0,29329.0,17043.0,
2021-11-23,24671.0,,,,,,,,,,,,,37908.0,44069.0,18167.0,16990.0,35096.0,32897.0,38414.0,17375.0,29371.0,17383.0,
2021-11-24,24802.0,,,,,,,,,,,,,37621.0,44200.0,18400.0,17090.0,35114.0,32644.0,38182.0,17725.0,29496.0,17893.0,
2021-11-25,25119.0,,,,,,,,,,,,,37492.0,44525.0,18779.0,17240.0,35567.0,32454.0,38125.0,18233.0,29979.0,18736.0,
2021-11-26,25472.0,,,,,,,,,,,,,37292.0,45078.0,19079.0,17280.0,36379.0,32550.0,38200.0,18933.0,30200.0,19471.0,
2021-11-29,25599.0,,,,,,,,,,,,,37263.0,45339.0,19279.0,17180.0,36646.0,32591.0,38264.0,19125.0,30282.0,19750.0,
2021-11-30,25736.0,,,,,,,,,,,,,37258.0,45714.0,19464.0,17180.0,36825.0,32631.0,38346.0,19267.0,30357.0,20086.0,
2021-12-01,26115.0,,,,,,,,,,,,,37513.0,46786.0,19886.0,17280.0,37471.0,32903.0,38539.0,19742.0,30529.0,20521.0,
2021-12-02,26423.0,,,,,,,,,,,,,37717.0,47500.0,20143.0,17530.0,37946.0,33203.0,38650.0,20108.0,30639.0,20914.0,
2021-12-03,26741.0,,,,,,,,,,,,,37904.0,48111.0,20286.0,17650.0,38886.0,33369.0,38879.0,20583.0,30825.0,21393.0,
2021-12-06,26972.0,,,,,,,,,,,,,38042.0,48367.0,20579.0,17800.0,39171.0,33434.0,39011.0,20875.0,30986.0,21786.0,
2021-12-07,27367.0,,,,,,,,,,,,,38058.0,48756.0,21157.0,17950.0,39668.0,33453.0,39336.0,21600.0,31263.0,22300.0,
2021-12-08,27721.0,,,,,,,,,,,,,37863.0,49161.0,21643.0,18150.0,39750.0,33528.0,39500.0,22350.0,31441.0,22986.0,
2021-12-09,27954.0,,,,,,,,,,,,,37896.0,49342.0,21957.0,18240.0,39636.0,33513.0,39485.0,22925.0,31570.0,23600.0,
2021-12-10,28065.0,,,,,,,,,,,,,38104.0,49400.0,22107.0,18300.0,39639.0,33434.0,39336.0,23100.0,31627.0,24029.0,
2021-12-13,28076.0,,,,,,,,,,,,,38250.0,49422.0,22179.0,18300.0,39607.0,33306.0,39229.0,23125.0,31591.0,24107.0,
2021-12-14,28051.0,,,,,,,,,,,,,38475.0,49322.0,22179.0,18350.0,39104.0,33334.0,38989.0,23183.0,31423.0,24229.0,
2021-12-15,27960.0,,,,,,,,,,,,,38504.0,49100.0,22164.0,18350.0,38884.0,33331.0,38900.0,22933.0,31429.0,24029.0,
2021-12-16,27649.0,,,,,,,,,,,,,38467.0,48864.0,21807.0,18200.0,38457.0,32650.0,38732.0,22667.0,31301.0,23571.0,
2021-12-17,27158.0,,,,,,,,,,,,,38408.0,48383.0,21286.0,18100.0,37836.0,31556.0,38614.0,22208.0,31029.0,22643.0,
2021-12-20,26792.0,,,,,,,,,,,,,38279.0,48050.0,21036.0,18000.0,37296.0,30803.0,38193.0,22000.0,30507.0,21929.0,
2021-12-21,26210.0,,,,,,,,,,,,,38108.0,46086.0,20786.0,17950.0,35707.0,29734.0,37443.0,21708.0,29796.0,21357.0,
2021-12-22,25705.0,,,,,,,,,,,,,37863.0,43675.0,20743.0,17900.0,33971.0,28600.0,36939.0,21567.0,29159.0,21179.0,
2021-12-23,25330.0,,,,,,,,,,,,,37421.0,42214.0,20671.0,17860.0,32629.0,27578.0,36465.0,21542.0,28714.0,21221.0,
2021-12-24,25188.0,,,,,,,,,,,,,37250.0,41866.0,20671.0,17825.0,32171.0,27029.0,36138.0,21550.0,28594.0,21250.0,
2022-01-04,24303.0,,,,,,,,,,,,,35475.0,40409.0,20329.0,17400.0,30839.0,25316.0,34886.0,20817.0,27350.0,20707.0,
2022-01-05,23815.0,,,,,,,,,,,,,34271.0,39659.0,20214.0,17110.0,30236.0,24353.0,34365.0,20458.0,26443.0,20357.0,
2022-01-06,23365.0,,,,,,,,,,,,,33346.0,38822.0,20107.0,16910.0,29439.0,23425.0,33936.0,20067.0,25843.0,20029.0,
2022-01-07,22813.0,,,,,,,,,,,,,32588.0,38288.0,19750.0,16660.0,29129.0,22494.0,33544.0,19250.0,25271.0,19264.0,
2022-01-10,22013.0,,,,,,,,,,,,,31650.0,38000.0,18875.0,16350.0,28900.0,21413.0,33304.0,18000.0,24782.0,17708.0,
2022-01-11,21543.0,,,,,,,,,,,,,31167.0,38125.0,18429.0,16250.0,29150.0,20566.0,32936.0,17083.0,24436.0,16700.0,
2022-01-12,21294.0,,,,,,,,,,,,,30979.0,38334.0,18214.0,16250.0,29361.0,19681.0,32714.0,16667.0,24071.0,16371.0,
2022-01-13,21069.0,,,,,,,,,,,,,30546.0,38619.0,18229.0,16240.0,29743.0,18713.0,31914.0,16358.0,23561.0,16107.0,
2022-01-14,20868.0,,,,,,,,,,,,,30067.0,38909.0,18164.0,16340.0,30443.0,18078.0,31475.0,15900.0,22943.0,15650.0,
2022-01-17,20503.0,,,,,,,,,,,,,29654.0,39006.0,18021.0,16040.0,30346.0,17481.0,30993.0,15250.0,22375.0,15207.0,
2022-01-18,20242.0,,,,,,,,,,,,,29229.0,38847.0,17964.0,16000.0,30400.0,17047.0,30482.0,14833.0,21818.0,14750.0,
2022-01-19,19935.0,,,,,,,,,,,,,28892.0,38209.0,17793.0,15900.0,30250.0,16697.0,30089.0,14425.0,21296.0,14321.0,
2022-01-20,19503.0,,,,,,,,,,,,,28429.0,37622.0,17329.0,15800.0,29811.0,16403.0,29821.0,13833.0,20731.0,13675.0,
2022-01-21,19237.0,,,,,,,,,,,,,27958.0,37094.0,17171.0,15750.0,28896.0,16241.0,29373.0,13750.0,20243.0,13471.0,
2022-01-24,19006.0,,,,,,,,,,,,,27638.0,35953.0,17036.0,15750.0,27721.0,16025.0,29112.0,13875.0,19868.0,13486.0,
2022-01-25,18624.0,,,,,,,,,,,,,27121.0,34288.0,17036.0,15700.0,25200.0,15494.0,28389.0,14217.0,18971.0,13771.0,
2022-01-26,18199.0,,,,,,,,,,,,,26592.0,32234.0,17107.0,15600.0,22336.0,15034.0,27291.0,14490.0,17983.0,14308.0,
2022-01-27,17743.0,,,,,,,,,,,,,25871.0,30331.0,17200.0,15600.0,19186.0,14594.0,26504.0,14517.0,17236.0,14586.0,
2022-01-28,17569.0,,,,,,,,,,,,,25404.0,29581.0,17307.0,15600.0,18346.0,14044.0,26121.0,14729.0,16431.0,14907.0,
2022-01-31,17461.0,,,,,,,,,,,,,25121.0,29164.0,17407.0,15600.0,17929.0,13809.0,25779.0,14817.0,15829.0,15014.0,
2022-02-01,17354.0,,,,,,,,,,,,,24892.0,28525.0,17443.0,15600.0,17450.0,13722.0,25632.0,14929.0,15254.0,15086.0,
2022-02-02,17273.0,,,,,,,,,,,,,24700.0,27918.0,17493.0,15600.0,16843.0,13625.0,25557.0,14983.0,15239.0,15100.0,
2022-02-03,17278.0,,,,,,,,,,,,,24592.0,27339.0,17607.0,15600.0,16379.0,13569.0,25707.0,15183.0,15371.0,15193.0,
2022-02-04,17531.0,,,,,,,,,,,,,24508.0,27389.0,17893.0,15600.0,16746.0,13769.0,25836.0,15721.0,15581.0,15661.0,
2022-02-07,18023.0,,,,,,,,,,,,,24575.0,27614.0,18171.0,15800.0,17150.0,14184.0,25900.0,16900.0,15846.0,16864.0,
2022-02-08,19072.0,,,,,,,,,,,,,25263.0,28021.0,19357.0,16200.0,17750.0,14738.0,26207.0,19292.0,16126.0,18879.0,
2022-02-09,21018.0,,,,,,,,,,,,,25988.0,29429.0,21857.0,17700.0,19739.0,15359.0,26668.0,22500.0,16943.0,22250.0,
2022-02-10,22628.0,,,,,,,,,,,,,27083.0,30500.0,23893.0,19100.0,20643.0,16325.0,27079.0,25167.0,17421.0,24894.0,
2022-02-11,23743.0,,,,,,,,,,,,,27729.0,31139.0,24792.0,20200.0,21336.0,17175.0,27357.0,27417.0,17839.0,26750.0,
2022-02-14,24508.0,,,,,,,,,,,,,28504.0,32446.0,25600.0,21350.0,21986.0,18038.0,27475.0,28063.0,18014.0,27514.0,
2022-02-15,25047.0,,,,,,,,,,,,,29025.0,32982.0,26214.0,21900.0,22318.0,18556.0,27579.0,29000.0,18279.0,27893.0,
2022-02-16,25515.0,,,,,,,,,,,,,29817.0,33307.0,26929.0,22450.0,22550.0,18903.0,27607.0,29833.0,18411.0,27879.0,
2022-02-17,25588.0,,,,,,,,,,,,,30171.0,33271.0,27286.0,22750.0,22814.0,19225.0,27646.0,29600.0,18650.0,26914.0,
2022-02-18,25576.0,,,,,,,,,,,,,30354.0,33061.0,27286.0,23200.0,22775.0,19388.0,27779.0,29208.0,18818.0,26400.0,
2022-02-21,25758.0,,,,,,,,,,,,,30654.0,33057.0,27250.0,24450.0,22839.0,19447.0,27702.0,29167.0,18871.0,26214.0,
2022-02-22,25950.0,,,,,,,,,,,,,30742.0,33000.0,27179.0,25650.0,22800.0,19575.0,27784.0,29125.0,19145.0,26179.0,
2022-02-23,26271.0,,,,,,,,,,,,,30858.0,33000.0,27250.0,26650.0,22879.0,19863.0,27909.0,29333.0,19378.0,26800.0,
2022-02-24,26567.0,,,,,,,,,,,,,30450.0,32929.0,27857.0,26850.0,22882.0,19781.0,28009.0,29846.0,19646.0,27536.0,
2022-02-25,26587.0,,,,,,,,,,,,,28979.0,32796.0,28000.0,27100.0,22804.0,19438.0,28091.0,30042.0,19775.0,27850.0,
