Date,P4TC,P1A,P2A,P3A,P4,P5,P6,P7,P8
1998-05-06,7170.0,,,,,,,,
1998-05-07,7156.0,,,,,,,,
1998-05-08,7129.0,,,,,,,,
1998-05-11,7094.0,,,,,,,,
1998-05-12,7017.0,,,,,,,,
1998-05-13,6960.0,,,,,,,,
1998-05-14,6961.0,,,,,,,,
1998-05-15,6982.0,,,,,,,,
1998-05-18,7015.0,,,,,,,,
1998-05-19,7018.0,,,,,,,,
1998-05-20,7016.0,,,,,,,,
1998-05-21,7013.0,,,,,,,,
1998-05-22,6954.0,,,,,,,,
1998-05-26,6875.0,,,,,,,,
1998-05-27,6835.0,,,,,,,,
1998-05-28,6758.0,,,,,,,,
1998-05-29,6736.0,,,,,,,,
1998-06-01,6680.0,,,,,,,,
1998-06-02,6542.0,,,,,,,,
1998-06-03,6450.0,,,,,,,,
1998-06-04,6371.0,,,,,,,,
1998-06-05,6314.0,,,,,,,,
1998-06-08,6236.0,,,,,,,,
1998-06-09,6214.0,,,,,,,,
1998-06-10,6157.0,,,,,,,,
1998-06-11,6157.0,,,,,,,,
1998-06-12,6276.0,,,,,,,,
1998-06-15,6414.0,,,,,,,,
1998-06-16,6486.0,,,,,,,,
1998-06-17,6507.0,,,,,,,,
1998-06-18,6481.0,,,,,,,,
1998-06-19,6446.0,,,,,,,,
1998-06-22,6441.0,,,,,,,,
1998-06-23,6397.0,,,,,,,,
1998-06-24,6350.0,,,,,,,,
1998-06-25,6267.0,,,,,,,,
1998-06-26,6207.0,,,,,,,,
1998-06-29,6171.0,,,,,,,,
1998-06-30,6100.0,,,,,,,,
1998-07-01,6025.0,,,,,,,,
1998-07-02,5995.0,,,,,,,,
1998-07-03,5953.0,,,,,,,,
1998-07-06,5970.0,,,,,,,,
1998-07-07,5970.0,,,,,,,,
1998-07-08,6018.0,,,,,,,,
1998-07-09,6056.0,,,,,,,,
1998-07-10,6079.0,,,,,,,,
1998-07-13,6089.0,,,,,,,,
1998-07-14,6110.0,,,,,,,,
1998-07-15,6096.0,,,,,,,,
1998-07-16,6093.0,,,,,,,,
1998-07-17,6114.0,,,,,,,,
1998-07-20,6153.0,,,,,,,,
1998-07-21,6120.0,,,,,,,,
1998-07-22,6093.0,,,,,,,,
1998-07-23,6073.0,,,,,,,,
1998-07-24,6043.0,,,,,,,,
1998-07-27,6000.0,,,,,,,,
1998-07-28,5978.0,,,,,,,,
1998-07-29,5943.0,,,,,,,,
1998-07-30,5935.0,,,,,,,,
1998-07-31,5918.0,,,,,,,,
1998-08-03,5871.0,,,,,,,,
1998-08-04,5764.0,,,,,,,,
1998-08-05,5680.0,,,,,,,,
1998-08-06,5544.0,,,,,,,,
1998-08-07,5484.0,,,,,,,,
1998-08-10,5431.0,,,,,,,,
1998-08-11,5367.0,,,,,,,,
1998-08-12,5310.0,,,,,,,,
1998-08-13,5291.0,,,,,,,,
1998-08-14,5281.0,,,,,,,,
1998-08-17,5277.0,,,,,,,,
1998-08-18,5270.0,,,,,,,,
1998-08-19,5257.0,,,,,,,,
1998-08-20,5288.0,,,,,,,,
