Date,P4TC,P1A,P2A,P3A,P4,P5,P6,P7,P8
2005-12-12,18299.0,,,,,,,,
2005-12-13,18291.0,,,,,,,,
2005-12-14,18096.0,,,,,,,,
2005-12-15,18037.0,,,,,,,,
2005-12-16,18032.0,,,,,,,,
2005-12-19,17915.0,,,,,,,,
2005-12-20,17662.0,,,,,,,,
2005-12-21,17468.0,,,,,,,,
2005-12-22,17379.0,,,,,,,,
2005-12-23,17435.0,,,,,,,,
2006-01-03,18218.0,,,,,,,,
2006-01-04,18582.0,,,,,,,,
2006-01-05,18677.0,,,,,,,,
2006-01-06,18519.0,,,,,,,,
2006-01-09,18275.0,,,,,,,,
2006-01-10,17909.0,,,,,,,,
2006-01-11,17463.0,,,,,,,,
2006-01-12,17002.0,,,,,,,,
2006-01-13,16760.0,,,,,,,,
2006-01-16,16506.0,,,,,,,,
2006-01-17,16327.0,,,,,,,,
2006-01-18,16044.0,,,,,,,,
2006-01-19,15682.0,,,,,,,,
2006-01-20,14832.0,,,,,,,,
2006-01-23,14249.0,,,,,,,,
2006-01-24,13719.0,,,,,,,,
2006-01-25,13373.0,,,,,,,,
2006-01-26,13267.0,,,,,,,,
2006-01-27,13469.0,,,,,,,,
2006-01-30,13629.0,,,,,,,,
2006-01-31,13789.0,,,,,,,,
2006-02-01,13918.0,,,,,,,,
2006-02-02,14209.0,,,,,,,,
2006-02-03,14614.0,,,,,,,,
2006-02-06,14916.0,,,,,,,,
2006-02-07,15055.0,,,,,,,,
2006-02-08,15187.0,,,,,,,,
2006-02-09,15491.0,,,,,,,,
2006-02-10,15772.0,,,,,,,,
2006-02-13,15933.0,,,,,,,,
2006-02-14,16029.0,,,,,,,,
2006-02-15,16291.0,,,,,,,,
2006-02-16,16775.0,,,,,,,,
2006-02-17,17465.0,,,,,,,,
2006-02-20,18054.0,,,,,,,,
2006-02-21,18094.0,,,,,,,,
2006-02-22,17834.0,,,,,,,,
2006-02-23,17516.0,,,,,,,,
2006-02-24,17407.0,,,,,,,,
2006-02-27,17433.0,,,,,,,,
2006-02-28,17526.0,,,,,,,,
2006-03-01,17774.0,,,,,,,,
2006-03-02,18055.0,,,,,,,,
2006-03-03,18246.0,,,,,,,,
2006-03-06,18428.0,,,,,,,,
2006-03-07,18468.0,,,,,,,,
2006-03-08,18795.0,,,,,,,,
2006-03-09,19155.0,,,,,,,,
2006-03-10,19455.0,,,,,,,,
2006-03-13,19557.0,,,,,,,,
2006-03-14,19626.0,,,,,,,,
2006-03-15,19460.0,,,,,,,,
2006-03-16,19272.0,,,,,,,,
2006-03-17,18912.0,,,,,,,,
2006-03-20,18458.0,,,,,,,,
2006-03-21,17796.0,,,,,,,,
2006-03-22,17592.0,,,,,,,,
2006-03-23,17922.0,,,,,,,,
2006-03-24,18333.0,,,,,,,,
2006-03-27,18578.0,,,,,,,,
2006-03-28,18565.0,,,,,,,,
2006-03-29,18346.0,,,,,,,,
2006-03-30,18021.0,,,,,,,,
2006-03-31,17839.0,,,,,,,,
2006-04-03,17713.0,,,,,,,,
2006-04-04,17471.0,,,,,,,,
2006-04-05,17209.0,,,,,,,,
2006-04-06,17053.0,,,,,,,,
2006-04-07,17004.0,,,,,,,,
2006-04-10,17017.0,,,,,,,,
2006-04-11,17104.0,,,,,,,,
2006-04-12,17234.0,,,,,,,,
2006-04-13,17220.0,,,,,,,,
2006-04-18,17098.0,,,,,,,,
2006-04-19,16809.0,,,,,,,,
2006-04-20,16578.0,,,,,,,,
2006-04-21,16496.0,,,,,,,,
2006-04-24,16493.0,,,,,,,,
2006-04-25,16523.0,,,,,,,,
2006-04-26,16595.0,,,,,,,,
2006-04-27,16558.0,,,,,,,,
2006-04-28,16471.0,,,,,,,,
2006-05-02,16337.0,,,,,,,,
2006-05-03,16380.0,,,,,,,,
2006-05-04,16565.0,,,,,,,,
2006-05-05,16798.0,,,,,,,,
2006-05-08,17009.0,,,,,,,,
2006-05-09,17307.0,,,,,,,,
2006-05-10,17637.0,,,,,,,,
2006-05-11,17843.0,,,,,,,,
2006-05-12,17941.0,,,,,,,,
2006-05-15,17960.0,,,,,,,,
2006-05-16,17888.0,,,,,,,,
2006-05-17,17675.0,,,,,,,,
2006-05-18,17552.0,,,,,,,,
2006-05-19,17646.0,,,,,,,,
2006-05-22,17797.0,,,,,,,,
2006-05-23,17889.0,,,,,,,,
2006-05-24,17989.0,,,,,,,,
2006-05-25,18048.0,,,,,,,,
2006-05-26,18010.0,,,,,,,,
2006-05-30,17962.0,,,,,,,,
2006-05-31,17952.0,,,,,,,,
2006-06-01,18141.0,,,,,,,,
2006-06-02,18497.0,,,,,,,,
2006-06-05,18867.0,,,,,,,,
2006-06-06,19261.0,,,,,,,,
2006-06-07,19585.0,,,,,,,,
2006-06-08,20108.0,,,,,,,,
2006-06-09,20426.0,,,,,,,,
2006-06-12,20815.0,,,,,,,,
2006-06-13,21152.0,,,,,,,,
2006-06-14,21250.0,,,,,,,,
2006-06-15,21126.0,,,,,,,,
2006-06-16,20890.0,,,,,,,,
2006-06-19,20756.0,,,,,,,,
2006-06-20,20571.0,,,,,,,,
2006-06-21,20563.0,,,,,,,,
2006-06-22,21093.0,,,,,,,,
2006-06-23,21625.0,,,,,,,,
2006-06-26,21892.0,,,,,,,,
2006-06-27,22637.0,,,,,,,,
2006-06-28,23438.0,,,,,,,,
2006-06-29,23969.0,,,,,,,,
2006-06-30,24117.0,,,,,,,,
2006-07-03,24285.0,,,,,,,,
2006-07-04,24070.0,,,,,,,,
2006-07-05,23596.0,,,,,,,,
2006-07-06,23061.0,,,,,,,,
2006-07-07,22597.0,,,,,,,,
2006-07-10,22453.0,,,,,,,,
2006-07-11,22058.0,,,,,,,,
2006-07-12,21770.0,,,,,,,,
2006-07-13,21585.0,,,,,,,,
2006-07-14,21919.0,,,,,,,,
2006-07-17,22222.0,,,,,,,,
2006-07-18,22520.0,,,,,,,,
2006-07-19,22868.0,,,,,,,,
2006-07-20,23145.0,,,,,,,,
2006-07-21,23366.0,,,,,,,,
2006-07-24,23502.0,,,,,,,,
2006-07-25,23569.0,,,,,,,,
2006-07-26,23567.0,,,,,,,,
2006-07-27,23471.0,,,,,,,,
2006-07-28,23440.0,,,,,,,,
2006-07-31,23462.0,,,,,,,,
2006-08-01,23720.0,,,,,,,,
2006-08-02,24280.0,,,,,,,,
2006-08-03,25066.0,,,,,,,,
2006-08-04,25423.0,,,,,,,,
2006-08-07,25750.0,,,,,,,,
2006-08-08,26164.0,,,,,,,,
2006-08-09,26475.0,,,,,,,,
2006-08-10,26783.0,,,,,,,,
2006-08-11,27308.0,,,,,,,,
2006-08-14,27712.0,,,,,,,,
2006-08-15,28156.0,,,,,,,,
2006-08-16,28447.0,,,,,,,,
2006-08-17,28457.0,,,,,,,,
2006-08-18,28450.0,,,,,,,,
2006-08-21,28379.0,,,,,,,,
2006-08-22,28112.0,,,,,,,,
2006-08-23,27485.0,,,,,,,,
2006-08-24,27333.0,,,,,,,,
2006-08-25,27843.0,,,,,,,,
2006-08-29,28445.0,,,,,,,,
2006-08-30,29108.0,,,,,,,,
2006-08-31,29972.0,,,,,,,,
2006-09-01,30588.0,,,,,,,,
2006-09-04,30790.0,,,,,,,,
2006-09-05,30650.0,,,,,,,,
2006-09-06,30568.0,,,,,,,,
2006-09-07,30831.0,,,,,,,,
2006-09-08,31279.0,,,,,,,,
2006-09-11,31659.0,,,,,,,,
2006-09-12,32042.0,,,,,,,,
2006-09-13,32674.0,,,,,,,,
2006-09-14,33445.0,,,,,,,,
2006-09-15,34296.0,,,,,,,,
2006-09-18,34572.0,,,,,,,,
2006-09-19,34554.0,,,,,,,,
2006-09-20,34121.0,,,,,,,,
2006-09-21,33338.0,,,,,,,,
2006-09-22,32068.0,,,,,,,,
2006-09-25,31152.0,,,,,,,,
2006-09-26,30060.0,,,,,,,,
2006-09-27,29644.0,,,,,,,,
2006-09-28,30082.0,,,,,,,,
2006-09-29,31067.0,,,,,,,,
2006-10-02,31313.0,,,,,,,,
2006-10-03,31654.0,,,,,,,,
2006-10-04,31783.0,,,,,,,,
2006-10-05,31735.0,,,,,,,,
2006-10-06,31736.0,,,,,,,,
2006-10-09,31757.0,,,,,,,,
2006-10-10,31616.0,,,,,,,,
2006-10-11,31309.0,,,,,,,,
2006-10-12,31129.0,,,,,,,,
2006-10-13,31159.0,,,,,,,,
2006-10-16,31089.0,,,,,,,,
2006-10-17,30772.0,,,,,,,,
2006-10-18,30188.0,,,,,,,,
2006-10-19,29677.0,,,,,,,,
2006-10-20,29467.0,,,,,,,,
2006-10-23,29288.0,,,,,,,,
2006-10-24,29046.0,,,,,,,,
2006-10-25,28700.0,,,,,,,,
2006-10-26,28506.0,,,,,,,,
2006-10-27,28714.0,,,,,,,,
2006-10-30,29021.0,,,,,,,,
2006-10-31,29670.0,,,,,,,,
2006-11-01,30592.0,,,,,,,,
2006-11-02,31435.0,,,,,,,,
2006-11-03,32311.0,,,,,,,,
2006-11-06,32902.0,,,,,,,,
2006-11-07,33450.0,,,,,,,,
2006-11-08,33748.0,,,,,,,,
2006-11-09,33678.0,,,,,,,,
2006-11-10,33512.0,,,,,,,,
2006-11-13,33303.0,,,,,,,,
2006-11-14,33077.0,,,,,,,,
2006-11-15,32699.0,,,,,,,,
2006-11-16,32430.0,,,,,,,,
2006-11-17,32474.0,,,,,,,,
2006-11-20,32584.0,,,,,,,,
2006-11-21,32685.0,,,,,,,,
2006-11-22,32878.0,,,,,,,,
2006-11-23,33143.0,,,,,,,,
2006-11-24,33318.0,,,,,,,,
2006-11-27,33372.0,,,,,,,,
2006-11-28,33518.0,,,,,,,,
2006-11-29,33605.0,,,,,,,,
2006-11-30,34040.0,,,,,,,,
2006-12-01,34547.0,,,,,,,,
2006-12-04,35085.0,,,,,,,,
2006-12-05,35620.0,,,,,,,,
2006-12-06,35713.0,,,,,,,,
2006-12-07,35528.0,,,,,,,,
2006-12-08,35334.0,,,,,,,,
2006-12-11,34955.0,,,,,,,,
2006-12-12,34297.0,,,,,,,,
2006-12-13,33945.0,,,,,,,,
2006-12-14,33807.0,,,,,,,,
2006-12-15,33881.0,,,,,,,,
2006-12-18,34012.0,,,,,,,,
2006-12-19,34083.0,,,,,,,,
2006-12-20,34227.0,,,,,,,,
2006-12-21,34313.0,,,,,,,,
2006-12-22,34463.0,,,,,,,,
2007-01-02,34610.0,,,,,,,,
2007-01-03,34856.0,,,,,,,,
2007-01-04,35235.0,,,,,,,,
2007-01-05,35735.0,,,,,,,,
2007-01-08,36059.0,,,,,,,,
2007-01-09,36554.0,,,,,,,,
2007-01-10,36875.0,,,,,,,,
2007-01-11,36762.0,,,,,,,,
2007-01-12,36507.0,,,,,,,,
2007-01-15,36225.0,,,,,,,,
2007-01-16,35436.0,,,,,,,,
2007-01-17,34887.0,,,,,,,,
2007-01-18,34399.0,,,,,,,,
2007-01-19,34043.0,,,,,,,,
2007-01-22,33982.0,,,,,,,,
2007-01-23,33995.0,,,,,,,,
2007-01-24,33792.0,,,,,,,,
2007-01-25,33359.0,,,,,,,,
2007-01-26,32935.0,,,,,,,,
2007-01-29,32631.0,,,,,,,,
2007-01-30,32023.0,,,,,,,,
2007-01-31,31719.0,,,,,,,,
2007-02-01,31979.0,,,,,,,,
2007-02-02,32569.0,,,,,,,,
2007-02-05,32907.0,,,,,,,,
2007-02-06,33201.0,,,,,,,,
2007-02-07,33326.0,,,,,,,,
2007-02-08,33208.0,,,,,,,,
2007-02-09,33244.0,,,,,,,,
2007-02-12,33441.0,,,,,,,,
2007-02-13,33707.0,,,,,,,,
2007-02-14,34247.0,,,,,,,,
2007-02-15,34347.0,,,,,,,,
2007-02-16,34527.0,,,,,,,,
2007-02-19,34496.0,,,,,,,,
2007-02-20,34512.0,,,,,,,,
2007-02-21,34819.0,,,,,,,,
2007-02-22,35157.0,,,,,,,,
2007-02-23,35682.0,,,,,,,,
2007-02-26,36172.0,,,,,,,,
2007-02-27,36804.0,,,,,,,,
2007-02-28,37434.0,,,,,,,,
2007-03-01,37882.0,,,,,,,,
2007-03-02,38437.0,,,,,,,,
2007-03-05,39120.0,,,,,,,,
2007-03-06,39767.0,,,,,,,,
2007-03-07,40271.0,,,,,,,,
2007-03-08,40477.0,,,,,,,,
2007-03-09,40644.0,,,,,,,,
2007-03-12,40857.0,,,,,,,,
2007-03-13,41015.0,,,,,,,,
2007-03-14,40899.0,,,,,,,,
2007-03-15,40688.0,,,,,,,,
2007-03-16,40674.0,,,,,,,,
2007-03-19,40618.0,,,,,,,,
2007-03-20,40448.0,,,,,,,,
2007-03-21,40129.0,,,,,,,,
2007-03-22,40146.0,,,,,,,,
2007-03-23,40675.0,,,,,,,,
2007-03-26,40931.0,,,,,,,,
2007-03-27,40974.0,,,,,,,,
2007-03-28,40671.0,,,,,,,,
2007-03-29,40426.0,,,,,,,,
2007-03-30,40399.0,,,,,,,,
2007-04-02,40498.0,,,,,,,,
2007-04-03,40741.0,,,,,,,,
2007-04-04,41165.0,,,,,,,,
2007-04-05,41580.0,,,,,,,,
2007-04-10,41951.0,,,,,,,,
2007-04-11,42224.0,,,,,,,,
2007-04-12,42399.0,,,,,,,,
2007-04-13,42447.0,,,,,,,,
2007-04-16,42496.0,,,,,,,,
2007-04-17,42629.0,,,,,,,,
2007-04-18,43049.0,,,,,,,,
2007-04-19,43572.0,,,,,,,,
2007-04-20,44196.0,,,,,,,,
2007-04-23,44808.0,,,,,,,,
2007-04-24,45735.0,,,,,,,,
2007-04-25,46558.0,,,,,,,,
2007-04-26,47026.0,,,,,,,,
2007-04-27,47100.0,,,,,,,,
2007-04-30,47053.0,,,,,,,,
2007-05-01,47062.0,,,,,,,,
2007-05-02,47169.0,,,,,,,,
2007-05-03,47560.0,,,,,,,,
2007-05-04,47981.0,,,,,,,,
2007-05-08,48672.0,,,,,,,,
2007-05-09,49655.0,,,,,,,,
2007-05-10,50465.0,,,,,,,,
2007-05-11,50726.0,,,,,,,,
2007-05-14,50990.0,,,,,,,,
2007-05-15,51096.0,,,,,,,,
2007-05-16,50706.0,,,,,,,,
2007-05-17,50181.0,,,,,,,,
2007-05-18,49641.0,,,,,,,,
2007-05-21,49430.0,,,,,,,,
2007-05-22,49141.0,,,,,,,,
2007-05-23,48706.0,,,,,,,,
2007-05-24,47503.0,,,,,,,,
2007-05-25,46568.0,,,,,,,,
2007-05-29,45606.0,,,,,,,,
2007-05-30,45253.0,,,,,,,,
2007-05-31,45107.0,,,,,,,,
2007-06-01,45430.0,,,,,,,,
2007-06-04,45949.0,,,,,,,,
2007-06-05,46713.0,,,,,,,,
2007-06-06,47356.0,,,,,,,,
2007-06-07,47150.0,,,,,,,,
2007-06-08,46096.0,,,,,,,,
2007-06-11,45164.0,,,,,,,,
2007-06-12,44516.0,,,,,,,,
2007-06-13,44180.0,,,,,,,,
2007-06-14,43575.0,,,,,,,,
2007-06-15,43184.0,,,,,,,,
2007-06-18,43069.0,,,,,,,,
2007-06-19,43801.0,,,,,,,,
2007-06-20,45208.0,,,,,,,,
2007-06-21,46850.0,,,,,,,,
2007-06-22,48403.0,,,,,,,,
2007-06-25,49494.0,,,,,,,,
2007-06-26,50312.0,,,,,,,,
2007-06-27,50658.0,,,,,,,,
2007-06-28,51139.0,,,,,,,,
2007-06-29,51870.0,,,,,,,,
2007-07-02,52285.0,,,,,,,,
2007-07-03,53078.0,,,,,,,,
2007-07-04,54496.0,,,,,,,,
2007-07-05,55545.0,,,,,,,,
2007-07-06,55926.0,,,,,,,,
2007-07-09,56216.0,,,,,,,,
2007-07-10,56636.0,,,,,,,,
2007-07-11,58026.0,,,,,,,,
2007-07-12,58850.0,,,,,,,,
2007-07-13,59050.0,,,,,,,,
2007-07-16,58946.0,,,,,,,,
2007-07-17,58644.0,,,,,,,,
2007-07-18,58267.0,,,,,,,,
2007-07-19,57618.0,,,,,,,,
2007-07-20,57301.0,,,,,,,,
2007-07-23,57545.0,,,,,,,,
2007-07-24,57722.0,,,,,,,,
2007-07-25,57921.0,,,,,,,,
2007-07-26,58459.0,,,,,,,,
2007-07-27,59004.0,,,,,,,,
2007-07-30,59354.0,,,,,,,,
2007-07-31,59490.0,,,,,,,,
2007-08-01,59293.0,,,,,,,,
2007-08-02,58538.0,,,,,,,,
2007-08-03,57744.0,,,,,,,,
2007-08-06,57011.0,,,,,,,,
2007-08-07,56203.0,,,,,,,,
2007-08-08,55110.0,,,,,,,,
2007-08-09,54865.0,,,,,,,,
2007-08-10,55719.0,,,,,,,,
2007-08-13,56452.0,,,,,,,,
2007-08-14,57193.0,,,,,,,,
2007-08-15,57894.0,,,,,,,,
2007-08-16,58606.0,,,,,,,,
2007-08-17,58619.0,,,,,,,,
2007-08-20,58437.0,,,,,,,,
2007-08-21,57769.0,,,,,,,,
2007-08-22,56991.0,,,,,,,,
2007-08-23,57228.0,,,,,,,,
2007-08-24,57727.0,,,,,,,,
2007-08-28,58301.0,,,,,,,,
2007-08-29,59138.0,,,,,,,,
2007-08-30,60275.0,,,,,,,,
2007-08-31,61477.0,,,,,,,,
2007-09-03,62378.0,,,,,,,,
2007-09-04,64122.0,,,,,,,,
2007-09-05,67216.0,,,,,,,,
2007-09-06,70111.0,,,,,,,,
2007-09-07,71480.0,,,,,,,,
2007-09-10,71817.0,,,,,,,,
2007-09-11,71179.0,,,,,,,,
2007-09-12,70878.0,,,,,,,,
2007-09-13,70300.0,,,,,,,,
2007-09-14,69960.0,,,,,,,,
2007-09-17,69755.0,,,,,,,,
2007-09-18,69529.0,,,,,,,,
2007-09-19,70156.0,,,,,,,,
2007-09-20,72690.0,,,,,,,,
2007-09-21,75183.0,,,,,,,,
2007-09-24,75967.0,,,,,,,,
2007-09-25,76782.0,,,,,,,,
2007-09-26,76721.0,,,,,,,,
2007-09-27,75958.0,,,,,,,,
2007-09-28,76149.0,,,,,,,,
2007-10-01,76615.0,,,,,,,,
2007-10-02,76928.0,,,,,,,,
2007-10-03,77245.0,,,,,,,,
2007-10-04,77811.0,,,,,,,,
2007-10-05,77989.0,,,,,,,,
2007-10-08,78281.0,,,,,,,,
2007-10-09,79700.0,,,,,,,,
2007-10-10,83219.0,,,,,,,,
2007-10-11,85675.0,,,,,,,,
2007-10-12,88379.0,,,,,,,,
2007-10-15,88885.0,,,,,,,,
2007-10-16,88513.0,,,,,,,,
2007-10-17,88013.0,,,,,,,,
2007-10-18,87499.0,,,,,,,,
2007-10-19,87901.0,,,,,,,,
2007-10-22,88396.0,,,,,,,,
2007-10-23,90248.0,,,,,,,,
2007-10-24,91235.0,,,,,,,,
2007-10-25,91975.0,,,,,,,,
2007-10-26,93301.0,,,,,,,,
2007-10-29,94387.0,,,,,,,,
2007-10-30,94977.0,,,,,,,,
2007-10-31,93362.0,,,,,,,,
2007-11-01,92552.0,,,,,,,,
2007-11-02,91887.0,,,,,,,,
2007-11-05,90823.0,,,,,,,,
2007-11-06,90391.0,,,,,,,,
2007-11-07,90727.0,,,,,,,,
2007-11-08,91648.0,,,,,,,,
2007-11-09,91991.0,,,,,,,,
2007-11-12,92083.0,,,,,,,,
2007-11-13,90874.0,,,,,,,,
2007-11-14,88595.0,,,,,,,,
2007-11-15,86091.0,,,,,,,,
2007-11-16,84618.0,,,,,,,,
2007-11-19,83633.0,,,,,,,,
2007-11-20,83162.0,,,,,,,,
2007-11-21,82829.0,,,,,,,,
2007-11-22,82219.0,,,,,,,,
2007-11-23,80762.0,,,,,,,,
2007-11-26,79257.0,,,,,,,,
2007-11-27,77950.0,,,,,,,,
2007-11-28,78103.0,,,,,,,,
2007-11-29,79240.0,,,,,,,,
2007-11-30,80501.0,,,,,,,,
2007-12-03,81228.0,,,,,,,,
2007-12-04,81454.0,,,,,,,,
2007-12-05,80657.0,,,,,,,,
2007-12-06,79823.0,,,,,,,,
2007-12-07,79155.0,,,,,,,,
2007-12-10,78397.0,,,,,,,,
2007-12-11,77223.0,,,,,,,,
2007-12-12,76408.0,,,,,,,,
2007-12-13,76215.0,,,,,,,,
2007-12-14,75755.0,,,,,,,,
2007-12-17,75077.0,,,,,,,,
2007-12-18,74255.0,,,,,,,,
2007-12-19,72552.0,,,,,,,,
2007-12-20,69970.0,,,,,,,,
2007-12-21,67895.0,,,,,,,,
2007-12-24,66716.0,,,,,,,,
2008-01-02,63910.0,,,,,,,,
2008-01-03,62746.0,,,,,,,,
2008-01-04,63028.0,,,,,,,,
2008-01-07,64516.0,,,,,,,,
2008-01-08,65534.0,,,,,,,,
2008-01-09,65293.0,,,,,,,,
2008-01-10,64152.0,,,,,,,,
2008-01-11,62405.0,,,,,,,,
2008-01-14,61065.0,,,,,,,,
2008-01-15,59410.0,,,,,,,,
2008-01-16,57317.0,,,,,,,,
2008-01-17,54589.0,,,,,,,,
2008-01-18,54017.0,,,,,,,,
2008-01-21,53880.0,,,,,,,,
2008-01-22,52926.0,,,,,,,,
2008-01-23,51061.0,,,,,,,,
2008-01-24,48568.0,,,,,,,,
2008-01-25,46515.0,,,,,,,,
2008-01-28,45236.0,,,,,,,,
2008-01-29,44363.0,,,,,,,,
2008-01-30,44402.0,,,,,,,,
2008-01-31,45682.0,,,,,,,,
2008-02-01,46181.0,,,,,,,,
2008-02-04,45874.0,,,,,,,,
2008-02-05,45506.0,,,,,,,,
2008-02-06,45330.0,,,,,,,,
2008-02-07,46028.0,,,,,,,,
2008-02-08,48397.0,,,,,,,,
2008-02-11,50080.0,,,,,,,,
2008-02-12,52000.0,,,,,,,,
2008-02-13,54215.0,,,,,,,,
2008-02-14,58280.0,,,,,,,,
2008-02-15,61517.0,,,,,,,,
2008-02-18,62590.0,,,,,,,,
2008-02-19,61580.0,,,,,,,,
2008-02-20,58833.0,,,,,,,,
2008-02-21,56142.0,,,,,,,,
2008-02-22,56400.0,,,,,,,,
2008-02-25,56795.0,,,,,,,,
2008-02-26,57450.0,,,,,,,,
2008-02-27,57503.0,,,,,,,,
2008-02-28,57709.0,,,,,,,,
2008-02-29,59829.0,,,,,,,,
2008-03-03,61281.0,,,,,,,,
2008-03-04,62239.0,,,,,,,,
2008-03-05,65037.0,,,,,,,,
2008-03-06,67625.0,,,,,,,,
2008-03-07,69117.0,,,,,,,,
2008-03-10,69448.0,,,,,,,,
2008-03-11,69619.0,,,,,,,,
2008-03-12,68455.0,,,,,,,,
2008-03-13,67305.0,,,,,,,,
2008-03-14,66755.0,,,,,,,,
2008-03-17,66423.0,,,,,,,,
2008-03-18,66130.0,,,,,,,,
2008-03-19,65294.0,,,,,,,,
2008-03-20,64536.0,,,,,,,,
2008-03-25,64330.0,,,,,,,,
2008-03-26,63814.0,,,,,,,,
2008-03-27,63744.0,,,,,,,,
2008-03-28,63632.0,,,,,,,,
2008-03-31,63399.0,,,,,,,,
2008-04-01,62586.0,,,,,,,,
2008-04-02,61097.0,,,,,,,,
2008-04-03,60763.0,,,,,,,,
2008-04-04,60797.0,,,,,,,,
2008-04-07,60801.0,,,,,,,,
2008-04-08,61288.0,,,,,,,,
2008-04-09,62184.0,,,,,,,,
2008-04-10,63315.0,,,,,,,,
2008-04-11,64105.0,,,,,,,,
2008-04-14,65031.0,,,,,,,,
2008-04-15,65682.0,,,,,,,,
2008-04-16,66716.0,,,,,,,,
2008-04-17,67741.0,,,,,,,,
2008-04-18,69236.0,,,,,,,,
2008-04-21,70092.0,,,,,,,,
2008-04-22,71470.0,,,,,,,,
2008-04-23,73673.0,,,,,,,,
2008-04-24,74693.0,,,,,,,,
2008-04-25,74723.0,,,,,,,,
2008-04-28,74200.0,,,,,,,,
2008-04-29,72827.0,,,,,,,,
2008-04-30,72097.0,,,,,,,,
2008-05-01,72471.0,,,,,,,,
2008-05-02,73254.0,,,,,,,,
2008-05-06,76010.0,,,,,,,,
2008-05-07,77861.0,,,,,,,,
2008-05-08,78740.0,,,,,,,,
2008-05-09,78693.0,,,,,,,,
2008-05-12,78165.0,,,,,,,,
2008-05-13,77927.0,,,,,,,,
2008-05-14,79817.0,,,,,,,,
2008-05-15,84637.0,,,,,,,,
2008-05-16,88398.0,,,,,,,,
2008-05-19,91055.0,,,,,,,,
2008-05-20,91710.0,,,,,,,,
2008-05-21,90296.0,,,,,,,,
2008-05-22,87247.0,,,,,,,,
2008-05-23,83518.0,,,,,,,,
2008-05-27,80542.0,,,,,,,,
2008-05-28,79645.0,,,,,,,,
2008-05-29,79545.0,,,,,,,,
2008-05-30,79755.0,,,,,,,,
2008-06-02,79797.0,,,,,,,,
2008-06-03,79837.0,,,,,,,,
2008-06-04,80283.0,,,,,,,,
2008-06-05,80444.0,,,,,,,,
2008-06-06,80189.0,,,,,,,,
2008-06-09,79728.0,,,,,,,,
2008-06-10,79255.0,,,,,,,,
2008-06-11,78027.0,,,,,,,,
2008-06-12,75258.0,,,,,,,,
2008-06-13,72228.0,,,,,,,,
2008-06-16,69981.0,,,,,,,,
2008-06-17,68060.0,,,,,,,,
2008-06-18,67797.0,,,,,,,,
2008-06-19,68941.0,,,,,,,,
2008-06-20,70341.0,,,,,,,,
2008-06-23,71114.0,,,,,,,,
2008-06-24,71974.0,,,,,,,,
2008-06-25,74456.0,,,,,,,,
2008-06-26,76910.0,,,,,,,,
2008-06-27,77917.0,,,,,,,,
2008-06-30,77671.0,,,,,,,,
2008-07-01,76393.0,,,,,,,,
2008-07-02,73937.0,,,,,,,,
2008-07-03,72308.0,,,,,,,,
2008-07-04,71838.0,,,,,,,,
2008-07-07,72529.0,,,,,,,,
2008-07-08,74355.0,,,,,,,,
2008-07-09,76067.0,,,,,,,,
2008-07-10,76940.0,,,,,,,,
2008-07-11,77028.0,,,,,,,,
2008-07-14,76645.0,,,,,,,,
2008-07-15,75421.0,,,,,,,,
2008-07-16,73822.0,,,,,,,,
2008-07-17,72238.0,,,,,,,,
2008-07-18,70686.0,,,,,,,,
2008-07-21,69666.0,,,,,,,,
2008-07-22,68040.0,,,,,,,,
2008-07-23,65984.0,,,,,,,,
2008-07-24,64049.0,,,,,,,,
2008-07-25,62323.0,,,,,,,,
2008-07-28,61435.0,,,,,,,,
2008-07-29,60496.0,,,,,,,,
2008-07-30,60466.0,,,,,,,,
2008-07-31,60419.0,,,,,,,,
2008-08-01,60033.0,,,,,,,,
2008-08-04,59504.0,,,,,,,,
2008-08-05,58597.0,,,,,,,,
2008-08-06,56897.0,,,,,,,,
2008-08-07,54966.0,,,,,,,,
2008-08-08,53167.0,,,,,,,,
2008-08-11,51249.0,,,,,,,,
2008-08-12,49653.0,,,,,,,,
2008-08-13,48959.0,,,,,,,,
2008-08-14,50172.0,,,,,,,,
2008-08-15,51224.0,,,,,,,,
2008-08-18,51910.0,,,,,,,,
2008-08-19,51927.0,,,,,,,,
2008-08-20,50825.0,,,,,,,,
2008-08-21,49558.0,,,,,,,,
2008-08-22,48781.0,,,,,,,,
2008-08-26,48218.0,,,,,,,,
2008-08-27,47935.0,,,,,,,,
2008-08-28,47710.0,,,,,,,,
2008-08-29,48029.0,,,,,,,,
2008-09-01,48161.0,,,,,,,,
2008-09-02,48217.0,,,,,,,,
2008-09-03,48104.0,,,,,,,,
2008-09-04,47670.0,,,,,,,,
2008-09-05,46872.0,,,,,,,,
2008-09-08,45386.0,,,,,,,,
2008-09-09,42849.0,,,,,,,,
2008-09-10,40337.0,,,,,,,,
2008-09-11,39036.0,,,,,,,,
2008-09-12,38555.0,,,,,,,,
2008-09-15,38007.0,,,,,,,,
2008-09-16,37911.0,,,,,,,,
2008-09-17,39864.0,,,,,,,,
2008-09-18,42414.0,,,,,,,,
2008-09-19,43453.0,,,,,,,,
2008-09-22,43697.0,,,,,,,,
2008-09-23,42119.0,,,,,,,,
2008-09-24,38795.0,,,,,,,,
2008-09-25,33680.0,,,,,,,,
2008-09-26,28025.0,,,,,,,,
2008-09-29,23961.0,,,,,,,,
